level,BlockItem,Bomb,Dropline,Empty tray reward,Frozen,Goldlock,GrillBomb,GrillIceMain,GrillIceNeighbor,GrillLock,Hidden,HorizontalConveyer,Ice,LockArea,Lockitem,Mini tray,Octochef,Order,Overcook,SilverLock,SpicyTray,ToggleGrill,Vending3,VendingTray,VerticalConveyer,WoodenTray,Wrapped,time
642,,,,,4,1,,,,4,9,,,,,,,,,,,,,,2,,,400
643,,,,,4,,,,,,8,,3,,,,,,,,,,,7,,,,335
644,,1,,,4,,,,,,12,2,3,,,,,,,,,,,4,,,,420
645,,,,,3,,,,,,8,2,3,,,18,,,,,,,,6,,,,420
646,,1,,,6,,,,,4,11,,,,,,,,,,,,,,,,,385
647,,,,,5,,,,,,8,,1,,3,,,,,,,,,,,,,300
648,,1,,,4,,,,,,10,1,,,,10,,,,1,,,,8,,,,330
649,,,,,3,1,,,,,12,,,,2,,,,,,,,,5,,,,390
65,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,325
650,,1,,,4,,,,,,12,,,,,,,,,,,,,,2,,,390
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
652,,,,,3,,,,,2,,,,,1,,,,,,,,,,,,,310
653,,,,,3,,,,,2,,,1,,,,,,,,,,,,,,,260
654,,,,,3,1,,,,2,,,,,,,,,,,,,,4,,,,210
655,,,,,4,,,,,2,,,1,,1,,,,,,,,,5,,,,280
656,,,,,3,,,,,2,,,1,,,,,,,,,,,4,,,,330
657,,,,,4,1,,,,3,,3,1,,,,,,,,,,,,,,,340
658,,,,,4,,,,,3,,3,,,,,,,,,,,,,,,,370
659,,,,,4,,,,,3,,,,,1,,,,,,,,,2,,,,280
66,,,,,1,,,,,,,,,,,,,,,,,,,,,,,285
660,,1,,,4,,,,,6,,1,,,,,,,,,,,,,,,,300
661,,,,,3,,,,,2,,,1,,,,,,,,,,,4,,,,330
662,,,,,4,,,,,3,,,,,1,,,,,,,,,3,,,,340
663,,,,,3,1,,,,2,,,,,,,,,,,,,,7,,,,315
664,,,,,3,,,,,3,,2,1,,,10,,,,,,,,,,,,340
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
666,,,,,4,,,,,3,,,,,1,,,,,,,,,,,,,280
667,,,,,4,1,,,,3,,1,,,,6,,,,,,,,,,,,290
668,,,,,4,1,,,,4,,1,1,,,,,,,,,,,,,,,280
669,,,,,4,,,,,4,,2,1,,1,,,,,,,,,,,,,400
67,,,,,2,,,,,,,,,,,,,,,,,,,,,,,365
670,,,,,4,1,,,,3,,,,,,,,,,,,,,,,,,300
671,,,,,3,,,,,3,,,,,,,,,,,,,,4,,,,210
672,,,,,4,,,,,5,,1,,,1,,,,,,,,,,,,,280
673,,,,,3,1,,,,3,,,,,,3,,,,,,,,1,1,,,320
674,,,,,3,,,,,2,,1,,,1,10,,,,,,,,2,,,,305
675,,1,,,4,,,,,2,,2,1,,,,,,,,,,,,,,,300
676,,,,,,1,,,,2,,1,,,,10,,,,,,,,2,,,,330
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
678,,,,,2,,,,,2,,,,,,,,,,,,,,4,,,,220
679,,,,,3,,,,,2,,,1,,,6,,,,,,,,,1,,,350
68,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,325
680,,,,,4,,,,,3,,2,,,1,,,,,,,,,,,,,300
681,,,,,3,,,,,3,,,1,,,,,,,,,,,4,,,,200
682,,,,,3,,,,,3,,,,,1,,,,,,,,,,,,,300
683,,,,,4,,,,,5,,1,1,,,,,,,,,,,,,,,280
684,,,,,4,,,,,3,,1,,,1,,,,,,,,,,,,,360
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
686,,,,,3,,,,,2,,1,1,,,10,,,,,,,,4,,,,285
687,,,,,3,1,,,,2,,,,,,,,,,,,,,4,,,,230
688,,,,,3,,,,,3,,,,,1,,,,,,,,,,1,,,300
689,,,,,4,,,,,2,,2,1,,,,,,,,,,,,,,,360
69,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,290
690,,,,,4,,,,,4,,,2,,,,,,,,,,,,,,,300
691,,,,,3,1,,,,3,,,,,,,,,,,,,,,,,,330
692,,,,,3,,,,,2,,2,,,1,6,,,,,,,,,,,,400
693,,,,,3,,,,,3,,,1,,,,,,,,,,,4,,,,360
694,,,,,4,,,,,4,,2,,,,,,,,,,,,,,,,390
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
696,,,,,4,,,,,3,,1,1,,,,,,,,,,,,,,,300
697,,1,,,2,,,,,2,,,,,,,,,,,,,,,,,,325
698,,,,,3,,,,,2,,,,,,2,,,,,,,,2,1,,,300
699,,,,,4,,,,,2,,,2,,,,,,,,,,,3,,,,390
7.1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,330
7.2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,330
7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,330
70,,,29,,,,,,,,,,,,,,,,,,,,,,,,,250
700,,,,,4,1,,,,2,,3,,,,3,,,,,,,,,,,,420
701,,,,,4,,,,,3,,,1,,,1,,,,,,,,4,1,,,300
702,,,,,3,,,,,2,,,,,1,,,,,,,,,6,,,,300
703,,,,,4,,,,,5,,,,,,,,,,,,,,,,,,330
704,,,,,4,,,,,3,,2,,,1,10,,,,,,,,2,,,,420
705,,,,,4,,,,,2,,,,,,,,,,,,,,5,,,,300
706,,,,,3,1,,,,2,,,,,,,,,,,,,,3,,,,300
707,,,,,3,,,,,3,,,1,,,,,,,,,,,,,,,330
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
709,,,,,4,,,,,4,,2,,,,10,,,,,,,,,,,,390
71,,,,,,,,,,,,,,,,4,,,,,,,,,,,,365
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
711,,,,,4,,,,,4,,,1,,,,,,,,,,,,,,,300
712,,,,,5,1,,,,4,,,,,,,,,,,,,,,1,,,260
713,,,,,4,1,,,,3,,1,1,,,4,,,,,,,,,,,,350
714,,,,,3,1,,,,3,,,1,,,,,,,,,,,4,,,,320
715,,,,,5,,,,,3,,4,,,,,,,,,,,,,,,,350
716,,,,,4,,,,,3,,,,,1,,,,,,,,,,,,,280
717,,,,,4,,,,,4,,,1,,,,,,,,,,,,,,,300
718,,,,,4,,,,,4,,,,,1,,,,,,,,,4,,,,280
719,,,,,5,,,,,2,,2,1,,,,,,,,,,,,,,,345
72,,,,1,1,,,,,,,,,,,6,,,,,,,,,,,,400
720,,,,,4,,,,,3,,3,,,,22,,,,,,,,,,,,360
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
722,,,,,4,,,,,3,,,,,1,,,,,,,,,,,,,360
723,,,,,4,1,,,,3,,,1,,,,,,,,,,,4,,,,340
724,,,,,4,,,,,3,,,,,1,6,,,,,,,,,1,,,330
725,,,,,4,,,,,3,,1,1,,,,,,,,,,,3,,,,480
726,,,,,4,1,,,,3,,,,,,,,,,,,,,4,,,,300
727,,,,,4,,,,,4,,,1,,1,,,,,,,,,2,,,,280
728,,,,,4,,,,,3,,1,,,1,,,,,,,,,3,,,,360
729,,,,,4,,,,,2,,4,,,,,,,,,,,,2,,,,420
73,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,460
730,,,,,4,,,,,2,,,,,1,,,,,,,,,,,,,300
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
732,,,,,3,,,,,2,,,1,,,,,,,,,,,,,,,300
733,,,,,3,,,,,3,,1,,,,5,,,,,,,,,,,,300
734,,,,,3,,,,,3,,,,,,,,,,,,,,3,,,,300
735,,,,,4,1,,,,3,,,,,,,,,,,,,,,1,,,360
736,,,,,4,,,,,4,,2,,,,10,,,,,,,,,,,,420
737,,,,,5,,,,,3,,,,,1,,,,,,,,,,1,,,300
738,,,,,4,1,,,,3,,1,,,,,,,,,,,,6,,,,330
739,,,,,4,,,,,3,,,1,,,,,,,,,,,,1,,,300
74,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,420
740,,,,,3,,,,,3,,1,,,1,1,,,,,,,,3,,,,390
741,,,,,4,,,,,4,,,2,,,,,,,,,,,,,,,310
742,,,,,5,,,,,3,,3,,,1,3,,,,,,,,1,,,,450
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
744,,,,,5,1,,,,5,,,,,,,,,,,,,,,1,,,250
745,,,,,4,,,,,3,,,1,,,,,,,,,,,3,,,,260
746,,,,,7,,,,,4,,,,,1,,,,,,,,,,,,,280
747,,,,,3,,,,,3,,2,,,,20,,,,,,,,,,,,280
748,,,,,4,,,,,3,,,1,,,,,,,,,,,,,,,270
749,,,,,5,,,,,6,,2,1,,,,,,,,,,,,,,,290
75,,,,1,,,,,,,,3,,,,3,,,,,,,,,,,,415
750,,,,,4,,,,,4,,1,,,,,,,,,,,,4,,,,360
751,,,,,4,,,,,3,,2,,,,10,,,,,,,,2,,,,360
752,,,,,6,,,,,,,,2,,,,,,,,,,,3,,,,380
753,,,,,5,,,,,,,1,,,2,10,,,,1,,,,6,,,,390
754,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
755,,1,,,4,,,,,5,6,,,,,,,,,,,,,4,,,,310
756,,,,,4,,,,,1,8,,3,,,,,,,,,,,,,,,310
757,,1,,1,4,,,,,3,9,1,,,,13,,,,,,,,,,,,450
758,,,,,,,,,,,,,2,,,,,,,,,,,,,,,310
759,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,360
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,420
760,,,,,3,,,,,,,3,,,3,,,,,,,,,,,,,380
761,,,,,,,,,,,11,3,,,,3,,,,,,,,1,,,,390
762,,,31,,,,,,,,,,,,,,,,,,,,,,,,,380
763,,1,,,4,,,,,3,8,,,,,,,,,,,,,5,,,,355
764,,,,,4,1,,,,4,8,2,,,,,,,,,,,,,,,,280
765,,,,1,4,,,,,6,9,,,,,,,,,,,,,,,,,450
766,,1,,,4,,,,,,8,,2,,2,,,,,,,,,4,,,,400
767,,,,,5,,,,,,10,,3,,,,,,,,,,,6,,,,450
768,,,,,,1,,,,,,1,,,,14,,,,,,,,,,,,450
769,,1,,1,4,,,,,,11,,3,,,,,,,,,,,,,,,340
77,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,220
770,,,,,5,,,,,4,10,,,,,,,,,,,,,,,,,270
771,,,,,4,,,,,4,9,2,,,,5,,,,,,,,,,,,380
772,,1,,,5,,,,,3,7,2,,,,,,,,,,,,2,,,,440
773,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,360
774,,,,,4,,,,,,13,2,,,2,,,,,,,,,,,,,410
775,,,,,5,,,,,3,11,3,,,,1,,,,,,,,3,,,,400
776,,,,,3,,,,,,,,,,,,,,,,,,,,,,,360
777,,,,,5,,,,,2,,,,,2,,,,,1,,,,,,,,350
778,,1,,,4,,,,,,12,,3,,,,,,,,,,,4,,,,410
779,,1,,,5,,,,,,10,,,,2,,,,,1,,,,6,,,,420
78,,,,,,,,,,,,,1,,,,,,,,,,,5,1,,,390
780,,,,,4,,,,,5,9,,,,,,,,,,,,,,2,,,410
781,,1,,,4,,,,,,11,,3,,,,,,,1,,,,,,,,310
782,,,,,,,,,,2,,,,,,,,,,,,,,,,,,280
783,,,,,5,,,,,3,15,,,,,,,,,,,,,4,,,,360
784,,1,,,4,,,,,2,12,,,,2,,,,,,,,,,,,,360
785,,,,,5,,,,,3,9,3,,,,,,,,,,,,,,,,410
786,,1,,,4,,,,,,12,3,,,,,,,,,,,,,,,,380
787,,,,,,,,,,4,,3,,,,10,,,,,,,,,,,,400
788,,,28,,,,,,,,,,,,,,,,,,,,,,,,,360
789,,1,,,5,,,,,,9,,,,2,,,,,,,,,4,,,,320
79,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,380
790,,1,,,5,,,,,2,13,,,,,,,,,,,,,6,,,,360
791,,1,,,3,,,,,,11,,4,,,,,,,,,,,,,,,450
792,,,,,4,,,,,4,11,,,,,,,,,,,,,,,,,320
793,,1,,,5,,,,,2,11,,,,2,5,,,,,,,,,,,,320
794,,1,,,4,,,,,4,11,,,,,,,,,,,,,,1,,,360
795,,1,,,5,,,,,,11,,2,,,,,,,1,,,,,2,,,360
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
797,,,,,4,,,,,,12,3,,,1,,,,,,,,,2,,,,390
798,,1,,,4,,,,,5,,,,,,,,,,,,,,,,,,310
799,,1,,1,5,,,,,,15,,3,,,,,,,,,,,3,,,,410
8.1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,360
8.2,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,360
8,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,360
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
800,,,,,3,,,,,6,10,,,,,,,,,,,,,,2,,,420
801,,,,3,,,,,,2,,1,1,,,,,,,,,,,,,,,300
802,,,,,4,1,,,,,5,,1,,,,,,,,,,,2,,,,360
803,,,,1,2,1,,,,,2,1,1,,1,3,,,,,,,,3,,,,420
804,,,,1,3,,,,,,5,,2,,1,,,,,,,,,4,,,,370
805,,,,1,,,,,,2,,2,,,,,,,,,,,,,,,,420
806,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
807,,,,1,3,,,,,4,4,,,,,,,,,,,,,4,1,,,270
808,,,,1,5,,,,,,11,,2,,,,,,,,,,,,,,,300
809,,,,,6,,,,,4,7,2,,,2,,,,,,,,,,,,,360
81,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,320
810,,1,,1,1,1,,,,,,,1,,,,,,,,,,,3,1,,,370
811,,2,,,3,,,,,,10,,,,1,,,,,,,,,4,,,,320
812,,1,,,4,,,,,,2,,5,,,,,,,,,,,,,,,320
813,,1,,,2,1,,,,,7,,,,,,,,,1,,,,,1,,,350
814,,3,,,5,,,,,2,7,3,,,,5,,,,,,,,5,,,,340
815,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
816,,1,,,3,,,,,3,4,,1,,,,,,,,,,,,,,,300
817,,1,,1,3,,,,,,15,1,2,,,,,,,,,,,,,,,340
818,,2,,,3,1,,,,,6,1,,,,5,,,,1,,,,7,,,,330
819,,1,,,3,,,,,,12,,3,,,,,,,,,,,,,,,335
82,,,,1,,,,,,,,,,,,,,,,,,,,,,,,345
820,,1,,,2,,,,,2,9,,,,1,,,,,,,,,,,,,270
821,,1,,,5,,,,,,13,,2,,,,,,,,,,,4,,,,360
822,,1,,1,1,,,,,2,,1,,,,,,,,,,,,6,,,,330
823,,2,,,1,,,,,,6,,4,,,,,,,,,,,,1,,,300
824,,1,,,3,,,,,,2,2,,,,3,,,,,,,,,,,,420
825,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
826,,1,,1,2,1,,,,,4,,2,,,,,,,,,,,,,,,300
827,,2,,1,5,,,,,,6,,,,,,,,,,,,,4,,,,300
828,,,,2,1,,,,,,12,1,3,,,,,,,,,,,4,,,,420
829,,1,,,3,,,,,3,6,,,,,,,,,,,,,,,,,300
83,,,,1,,,,,,,,,2,,,14,,,,,,,,,1,,,440
830,,2,,,2,,,,,,,,3,,,,,,,,,,,4,1,,,340
831,,2,,,4,1,,,,,7,,,,,,,,,,,,,6,,,,330
832,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,330
833,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,480
834,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
835,,,,2,,,,,,,,,4,,,,,,,,,,,3,,,,300
836,,1,,,3,,,,,2,14,,,,,,,,,,,,,,,,,300
837,,2,,1,1,,,,,,,2,3,,,14,,,,,,,,6,,,,420
838,,,,,8,1,,,,1,,,,,,,,,,1,,,,,,,,300
839,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,360
84,,,,,,,,,,,,,,,,,,,,,,,,,1,,,420
840,,1,,1,2,,,,,,13,,4,,,,,,,,,,,2,1,,,330
841,,,,,,,,,,,102,,,,,,,,,,,,,,,,,300
842,,,,,,,,,,,,3,,,,10,,,,,,,,,,,,420
843,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
844,,1,,,2,1,,,,,4,,3,,,,,,,,,,,,,,,290
845,,1,,1,5,,,,,4,11,1,,,,,,,,,,,,4,,,,250
846,,1,,1,3,,,,,,9,,4,,,,,,,,,,,2,,,,280
847,,,,1,5,,,,,,6,3,,,,,,,,1,,,,,,,,340
848,,1,,1,5,,,,,,23,,,,2,,,,,,,,,,,,,280
849,,1,,1,4,,,,,,4,1,4,,,,,,,,,,,5,,,,260
85,,,,1,,,,,,,,,3,,,2,,,,,,,,2,,,,365
850,,1,,2,2,1,,,,1,18,1,3,,1,,,,,,,,,,,,,280
851,,,,1,,,,,,3,,1,,,,,,,,,,,,6,,,,360
852,,1,,1,2,,,,,,21,,3,,,,,,,,,,,4,,,,360
853,,,,2,2,1,,,,,8,1,,,,5,,,,1,,,,5,,,,400
854,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
855,,1,,3,4,,,,,,1,1,,,,,,,,,,,,6,,,,260
856,,1,,1,3,,,,,,7,,1,,,,,,,,,,,,,,,280
857,,1,,2,3,,,,,4,13,3,,,,,,,,,,,,,,,,360
858,,,,,3,,,,,,3,,,,3,,,,,,,,,,,,,250
859,,1,,,2,1,,,,,13,,,,,,,,,1,,,,6,1,,,300
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,320
860,,,,1,,,,,,3,,,,,,,,,,,,,,4,,,,360
861,,1,,,4,,,,,1,10,3,3,,,,,,,,,,,,,,,320
862,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
863,,,,2,1,,,,,,,,,,2,5,,,,,,,,,,,,360
864,,,,,4,,,,,,4,,4,,,,,,,,,,,4,,,,200
865,,1,,1,4,,,,,2,,,,,,,,,,,,,,5,1,,,220
866,,,,1,4,,,,,,6,,2,,,,,,,,,,,4,,,,320
867,,1,,,2,1,,,,,1,,1,,1,,,,,,,,,,3,,,300
868,,,,,5,,,,,,7,3,3,,,,,,,,,,,3,,,,380
869,,,,,3,1,,,,,,,2,,,,,,,1,,,,6,1,,,220
87,,,,1,,,,,,,,,,,,,,,,,,,,,,,,330
870,,,,1,5,,,,,5,19,,,,,,,,,,,,,,,,,220
871,,1,,,8,,,,,,,,4,,,,,,,,,,,,,,,270
872,,,,2,2,1,,,,,1,1,,,2,5,,,,1,,,,5,,,,330
873,,,,,,,,,,,,4,,,,10,,,,,,,,,,,,450
874,,,,,8,,,,,,23,,4,,,,,,,,,,,,,,,300
875,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
876,,1,,,9,,,,,4,1,,,,,,,,,,,,,,1,,,270
877,,,,,7,,,,,,30,,4,,,,,,,,,,,,,,,270
878,,,,1,,1,,,,,,2,,,,10,,,,1,,,,10,,,,450
879,,,,1,,,,,,,,4,,,,,,,,,,,,10,,,,390
88,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,305
880,,,,,3,,,,,,12,,2,,2,,,,,,,,,,,,,340
881,,2,,,2,,,,,1,4,,1,,,,,,,,,,,6,2,,,400
882,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,360
883,,1,,,5,,,,,,16,1,4,,,,,,,,,,,10,,,,260
884,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
885,,,,,4,1,,,,,,4,,,1,5,,,,1,,,,6,,,,395
886,,,,,5,,,,,4,29,,,,,,,,,,,,,,,,,280
887,,,,,8,,,,,,16,,6,,,,,,,,,,,,3,,,330
888,,,,1,8,,,,,,1,,5,,,,,,,,,,,2,2,,,330
889,,1,,1,7,,,,,,23,,,,4,,,,,,,,,,,,,350
89,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,380
890,,1,,,7,,,,,,12,,1,,,,,,,,,,,,,,,340
891,,,,1,6,1,,,,,,2,,,,,,,,1,,,,5,,,,330
892,,1,,1,6,,,,,5,3,,,,,,,,,,,,,3,,,,330
893,,,,1,3,,,,,,1,,5,,,,,,,,,,,,,,,320
894,,,,3,5,,,,,6,11,2,,,,,,,,,,,,,,,,340
895,,,,2,,1,,,,,,,2,,,,,,,1,,,,4,,,,350
896,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
897,,1,,,4,,,,,,,,,,3,,,,,,,,,,,,,300
898,,,,,,,,,,,,3,,,,10,,,,,,,,,,,,400
899,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
9,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,330
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
900,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,300
901,,,,,,,,,,,98,,,,,,,,,,,,,,,,,300
902,,,,,,1,,,,4,,,,,,,,,,1,,,,,,,,360
903,,,,,4,,,,,,7,,4,,,,,,,,,,,10,1,,,300
904,,,,,,,,,,1,5,,,,2,,,,,,,,,4,,,,390
905,,1,,1,3,,,,,2,9,,2,,,,,,,,,,,4,,,,360
906,,,,,8,,,,,3,9,1,,,,,,,,,,,,3,,,,420
907,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
908,,1,,2,2,,,,,,4,,3,,,,,,,,,,,,,,,300
909,,,,,,1,,,,,,,,,,,,,,1,,,,6,1,,,330
91,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,320
910,,,,,5,,,,,6,,,,,,,,,,,,,,,1,,,330
911,,,,,4,,,,,4,,,,,,,,,,,,,,4,1,,,360
912,,,,2,,,,,,,,3,,,,10,,,,,,,,14,,,,420
913,,,,,1,1,,,,,,,,,,,,,,1,,,,6,1,,,300
914,,1,,,4,,,,,3,9,,,,,,,,,,,,,,,,,330
915,,1,,1,2,,,,,,10,,3,,,,,,,,,,,4,,,,360
916,,,,,3,,,,,,10,2,,,,,,,,,,,,4,,,,420
917,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
918,,,,,,,,,,,,,,,3,,,,,,,,,,,,,300
919,,,,,,,,,,,,1,,,,,,,,,,,,,,,,300
92,,1,,2,,,,,,,,,,,,8,,,,,,,,,,,,355
920,,,,,3,,,,,,10,,4,,,,,,,,,,,5,,,,330
921,,,,,,,,,,,86,,,,,,,,,,,,,,,,,220
922,,1,,1,1,,,,,,,,4,,,,,,,,,,,6,,,,400
923,,,,,2,1,,,,,,4,,,,8,,,,1,,,,6,,,,440
924,,1,,,3,,,,,,,,3,,,,,,,,,,,3,,,,320
925,,,,1,5,,,,,4,12,,,,,,,,,,,,,,,,,270
926,,,,,1,,,,,,28,2,,,3,,,,,,,,,4,,,,330
927,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,410
928,,,,1,,,,,,,,3,,,,,,,,,,,,2,,,,390
929,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
93,,,,1,,,,,,,,,,,,10,,,,,,,,,1,,,395
930,,1,,1,6,,,,,,7,,,,,,,,,,,,,4,,,,420
931,,,,1,5,,,,,4,,1,,,,,,,,,,,,4,,,,270
932,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,320
933,,1,,,4,,,,,,3,,6,,,,,,,,,,,3,,,,320
934,,,,1,5,,,,,,11,,,,4,,,,,,,,,,,,,280
935,,,,2,,,,,,,26,2,,,,,,,,,,,,4,,,,300
936,,,,,,,,,,,,,5,,,,,,,,,,,6,1,,,290
937,,,,1,,,,,,,,1,4,,,,,,,,,,,4,,,,300
938,,,,,6,1,,,,4,,2,,,,,,,,1,,,,4,,,,350
939,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
94,,,,,,,,,,,,,,,,,,,,,,,,,1,,,450
940,,,,,,,,,,5,,,,,,,,,,,,,,,,,,280
941,,,,,10,,,,,,,1,,,,,,,,,,,,6,,,,400
942,,,,,2,,,,,,21,,4,,,,,,,,,,,10,1,,,300
943,,,,1,,,,,,,,,,,4,,,,,,,,,2,,,,330
944,,,,1,5,1,,,,,21,,2,,,,,,,1,,,,,,,,390
945,,,,2,,,,,,,98,3,,,,,,,,,,,,,,,,420
946,,,,1,8,,,,,4,23,,,,,,,,,,,,,,,,,300
947,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,360
948,,,,,1,,,,,,7,2,,,1,,,,,,,,,2,,,,360
949,,,,,,,,,,,,,6,,,,,,,,,,,,2,,,360
95,,1,,,,,,,,,,2,3,,,,,,,,,,,,,,,445
950,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,450
951,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
952,,,,2,,,,,,,,2,,,,,,,,,,,,18,,,,420
953,,,,,2,1,,,,,,,,,,,,,,1,,,,4,,,,360
954,,,,,,,,,,,,,4,,,,,,,,,,,6,1,,,390
955,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,420
956,,,,1,,,,,,4,,2,2,,,,,,,,,,,,,,,390
957,,,,,,,,,,3,,2,,,,,,,,,,,,4,,,,390
958,,,,,,,,,,,,,2,,,,,,,,,,,6,,,,450
959,,,,1,1,,,,,2,,,,,2,,,,,,,,,2,2,,,270
96,,,,,,,,,,,,,3,,,,,,,,,,,,,,,375
960,,,,,,,,,,,,4,,,,,,,,,,,,12,,,,390
961,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
962,,,,,,,,,,,86,,,,,,,,,,,,,,,,,310
963,,,,1,,,,,,,113,,,,,,,,,,,,,,,,,330
964,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,330
965,,,,1,,,,,,1,,,,,,,,,,,,,,4,,,,330
966,,,,,,,,,,4,,,,,,,,,,,,,,,,,,300
967,,,,1,,1,,,,,,3,,,,10,,,,1,,,,10,,,,480
968,,,,1,,,,,,2,,1,,,,,,,,,,,,6,,,,220
969,,1,,,3,,,,,,,,3,,,,,,,,,,,,,,,280
97,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,305
970,,,,,,,,,,2,,,,,2,,,,,,,,,4,2,,,360
971,,,,,,1,,,,3,,3,,,,,,,,1,,,,4,,,,450
972,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
973,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,250
974,,,,,,,,,,,,,,,,,,,,,,,,,3,,,360
975,,,,,4,,,,,,2,3,3,,,,,,,,,,,,,,,250
976,,,,,,,,,,2,101,,,,,,,,,,,,,6,,,,360
977,,,,,,,,,,,,,,,,,,,,,,,,,1,,,440
978,,,,,,,,,,,,3,,,,,,,,,,,,13,,,,360
979,,,,,,,,,,,,,4,,,,,,,,,,,,,,,280
98,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,375
980,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,220
981,,,,,3,,,,,4,,1,,,,,,,,,,,,4,,,,330
982,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,420
983,,,,4,,,,,,,,4,,,,,,,,,,,,20,,,,390
984,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
985,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,300
986,,,,,,,,,,3,,,,,,,,,,,,,,,,,,270
987,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,300
988,,,,,,,,,,5,,,,,,,,,,,,,,5,1,,,280
989,,,,1,5,,,,,,,2,,,,,,,,,,,,2,,,,330
99,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,450
990,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,340
991,,,,,,1,,,,1,16,3,,,,,,,,1,,,,4,,,,390
992,,,,,,,,,,4,,,,,,,,,,,,,,,,6,,250
993,,,,,,,,,,6,16,2,,,,,,,,,,,,,,,,250
994,,,,,,,,,,4,4,,,,,,,,,,,,,4,,7,,350
995,,,,,,,,,,3,,4,,,,2,,,,,,,,,,6,,350
996,,,,,,,,,,4,,,,,,10,,,,,,,,,1,,,400
997,,,,,,,,,,3,,,,,,,,,,,,,,16,2,,,370
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
